weather,temperature,pollution,Facilities
1.0,2.0,181.0,402095575
3.3333333333333335,2.0,181.0,41941809
,,,3916272
,,,3290618
,,,13977366
,,,43746920
,,,3155577
,,,73621
,,,380804
,,,578925
,,,715792
,,,713053
,,,482064
,,,160103680
,,,500490
,,,124500
,,,446872
,,,18386409
,,,51128
,,,37599
,,,72376
8.0,2.0,181.0,82323550
,,,437825
4.5,2.0,181.0,149439784
,,,147657
,,,57270
,,,775073256
,,,70384
,,,538836
,,,303282
,,,51460
,,,98604
,,,1776698
,,,338723
,,,355572
,,,91217
,,,833652
,,,85592256
,,,3778907
,,,93375
,,,4132238
,,,2124800
,,,106912715
8.0,2.0,175.0,408450138
,,,5512860
,,,30295
,,,5347524
,,,41292085
,,,625488
,,,33377994
,,,739530
,,,731064
,,,634535
,,,10210992
8.0,2.0,175.0,14530810
,,,17391405
,,,2260505
8.0,2.0,175.0,407228710
,,,57151476
,,,4895340
,,,2142728
,,,18278094
,,,42795900
,,,4650324
,,,515347
,,,1142412
,,,257300
,,,306768
,,,321708
,,,324115
,,,1095600
8.0,2.0,175.0,164470144
,,,1501470
,,,166000
,,,446872
,,,22422450
,,,102256
,,,37599
,,,18094
,,,101664625
,,,700520
,,,129322890
,,,98438
,,,57270
,,,734983260
,,,628642
,,,151641
,,,12865
,,,32868
,,,1938216
,,,338723
,,,101592
,,,267426
,,,635946
,,,273651
,,,694710
,,,78405120
,,,2748296
,,,249000
,,,5634870
,,,27888
,,,2549760
,,,103388120
,,,463112610
8.0,2.0,175.0,4226526
,,,30295
,,,4838236
,,,48320525
,,,833984
,,,23963688
,,,493020
,,,243688
,,,888349
,,,9050652
8.0,2.0,175.0,15721860
,,,13685040
,,,2956045
8.0,2.0,175.0,373007810
,,,56690577
,,,4895340
,,,3367144
,,,16665321
8.0,2.0,175.0,54683650
,,,4152075
,,,294484
,,,666407
,,,64325
,,,102256
,,,562989
,,,907522
,,,832656
8.0,2.0,175.0,165197888
,,,1501470
,,,290500
,,,335154
,,,16592613
,,,90470
,,,92737975
,,,700520
,,,140818258
,,,147657
,,,114540
,,,527851614
,,,493933
,,,303282
,,,12865
,,,197208
,,,1453662
,,,241945
,,,203184
,,,534852
,,,1059910
,,,555768
8.0,2.0,175.0,76444992
,,,3778907
,,,124500
,,,7137502
,,,111552
,,,1168640
,,,76366225
,,,417560550
,,,3307716
,,,30295
,,,3819660
,,,47441970
,,,1459472
,,,31238379
,,,328680
,,,365532
,,,1269070
,,,8122380
,,,11910500
,,,17106300
,,,3477700
,,,323387505
,,,51159789
,,,5140107
,,,2754936
,,,16665321
,,,57061200
,,,3321660
,,,147242
,,,1142412
,,,257300
,,,715792
,,,160854
,,,1490929
,,,1139424
8.0,2.0,175.0,157192704
,,,1501470
,,,207500
,,,279295
8.0,2.0,175.0,17937960
,,,255640
,,,37599
,,,54282
8.0,2.0,175.0,90258350
,,,525390
,,,137944416
,,,147657
8.0,2.0,175.0,574623276
,,,35192
,,,449030
,,,303282
,,,38595
,,,230076
,,,1130626
,,,152388
,,,178284
,,,2988
,,,1483874
,,,833652
8.0,2.0,175.0,95392896
,,,2061222
,,,31125
,,,6574015
,,,83664
,,,1699840
8.0,2.0,175.0,79890820
,,,297606792
,,,3859002
,,,60590
,,,6875388
,,,50077635
,,,938232
,,,29954610
,,,14442
,,,657360
,,,365532
,,,126907
,,,9978924
8.0,2.0,175.0,16436490
,,,23093505
,,,4347125
,,,318254370
,,,52081587
,,,5874408
,,,2678410
,,,22578822
8.0,2.0,175.0,58963240
,,,2491245
,,,294484
,,,1142412
,,,128650
,,,613536
,,,241281
,,,907522
,,,1139424
,,,113528064
,,,700686
,,,201939
,,,332000
,,,279295
,,,17937960
,,,51128
,,,72376
8.0,2.0,175.0,67941725
,,,437825
,,,114953680
,,,49219
,,,114540
8.0,2.0,175.0,724960761
,,,17596
,,,493933
,,,909846
,,,65736
,,,323036
,,,96778
,,,50796
,,,29880
,,,89142
8.0,2.0,175.0,1271892
,,,833652
8.0,3.0,175.0,87552384
,,,2061222
,,,93375
8.0,2.0,175.0,11645398
,,,111552
,,,1168640
8.0,3.0,175.0,96338930
,,,306717204
,,,2940192
,,,90885
,,,4583592
,,,54470410
,,,1772216
,,,44076069
,,,986040
,,,121844
,,,761442
8.0,2.0,175.0,10907196
8.0,2.5,175.0,17389330
,,,19387140
,,,3129930
,,,326809595
,,,48394395
8.0,3.0,175.0,10035447
,,,3979352
,,,23654004
,,,55159160
,,,5148573
,,,147242
,,,1428015
,,,385950
,,,715792
,,,884697
,,,777876
,,,964128
,,,117166784
,,,1301274
,,,201939
,,,747000
,,,782026
,,,16592613
,,,51128
,,,37599
,,,54282
8.0,2.5,175.0,77364300
,,,963215
8.0,2.0,175.0,135070574
,,,246095
,,,641439936
,,,17596
,,,493933
,,,606564
,,,12865
,,,197208
,,,969108
,,,48389
,,,101592
,,,29880
,,,211982
,,,364868
,,,1111536
,,,88205760
,,,3435370
,,,62250
,,,8076647
,,,139440
,,,2231040
,,,109262445
,,,358342872
,,,2205144
,,,90885
,,,5347524
8.0,3.0,175.0,60620295
,,,1250976
8.0,3.0,175.0,40652685
,,,14442
,,,1068210
,,,243688
,,,761442
,,,9978924
,,,17389330
,,,24804135
,,,4868780
8.0,3.0,175.0,314832280
,,,43785405
,,,8322078
,,,4515034
8.0,3.0,175.0,17740503
,,,66095890
,,,3985992
,,,294484
,,,1142412
,,,64325
,,,409024
,,,402135
,,,1101991
,,,1183248
,,,150643008
,,,1201176
,,,403878
,,,498000
,,,558590
,,,17489511
,,,102256
,,,75198
,,,72376
,,,77364300
,,,525390
8.0,3.0,175.0,170993599
,,,147657
,,,658144101
,,,628642
,,,909846
,,,25730
,,,131472
,,,1453662
,,,145167
,,,50796
,,,29880
,,,267426
,,,2988
,,,847928
,,,91217
,,,694710
,,,91472640
,,,2061222
,,,124500
8.0,3.0,178.0,6198357
,,,27888
,,,1806080
,,,123360825
,,,364416480
,,,5512860
,,,121180
,,,4074304
,,,70284400
,,,2397704
,,,35089686
,,,14442
,,,328680
,,,731064
,,,634535
,,,11139264
,,,17389330
,,,26229660
,,,4868780
8.0,3.0,178.0,340497955
8.0,3.0,178.0,58534173
,,,8077311
,,,4438508
,,,31717869
,,,67997930
,,,3321660
,,,220863
,,,856809
,,,64325
,,,306768
,,,482562
,,,1037168
,,,1095600
8.0,3.0,178.0,108433856
,,,1301274
,,,471191
,,,207500
,,,391013
8.0,3.0,178.0,18386409
,,,144752
,,,95713525
,,,525390
,,,160935152
,,,49219
,,,57270
,,,694893264
,,,942963
,,,151641
,,,12865
,,,98604
,,,1615180
,,,290334
,,,209160
,,,267426
,,,73704
,,,847928
,,,972594
,,,90165888
,,,3435370
,,,62250
,,,6010528
,,,27888
,,,1274880
,,,99863525
8.0,3.0,178.0,394784520
,,,3491478
,,,151475
,,,5602168
8.0,3.0,178.0,50077635
,,,1146728
,,,32522148
,,,739530
,,,1218440
,,,380721
,,,8586516
8.0,3.0,178.0,18103960
,,,15680775
,,,3825470
8.0,3.0,178.0,325098550
,,,67291254
,,,8077311
,,,4132404
,,,26879550
,,,61816300
,,,2657328
,,,294484
,,,1142412
8.0,3.0,178.0,257300
,,,1227072
,,,723843
,,,1166814
,,,1314720
8.0,3.0,178.0,88057024
,,,1501470
,,,403878
,,,290500
,,,446872
,,,18386409
,,,51128
,,,37599
,,,54282
8.0,3.0,178.0,72405050
,,,437825
,,,125012127
,,,147657
,,,171810
8.0,3.0,178.0,731642427
,,,17596
,,,224515
,,,32868
,,,1292144
,,,101592
,,,59760
,,,178284
,,,73704
,,,635946
,,,91217
,,,694710
,,,70564608
,,,3091833
,,,8640134
,,,27888
8.0,3.0,178.0,2124800
,,,98688660
8.0,3.0,178.0,305198802
,,,3491478
,,,212065
,,,5856812
,,,46563415
,,,833984
,,,41508531
,,,410850
,,,487376
,,,634535
,,,9282720
8.0,3.0,178.0,18580380
,,,15965880
,,,3303815
,,,280611380
,,,46550799
,,,7587777
,,,2219254
,,,25804368
8.0,3.0,178.0,62767320
,,,2657328
,,,147242
,,,952010
,,,64325
,,,715792
,,,643416
,,,842699
,,,1402368
,,,88784768
,,,1401372
,,,336565
,,,124500
,,,502731
,,,13005021
,,,37599
,,,144752
,,,56535450
,,,875650
,,,162372073
,,,246095
,,,229080
8.0,3.0,178.0,701574930
,,,52788
,,,404127
,,,1364769
,,,295812
,,,1292144
,,,145167
,,,50796
,,,119520
,,,267426
,,,294816
,,,847928
,,,364868
,,,1111536
,,,73178112
,,,4465981
,,,186750
,,,8264476
,,,167328
,,,1806080
,,,108087580
,,,364416480
8.0,3.0,178.0,3675240
,,,60590
,,,6366100
,,,50077635
,,,1042480
,,,39796839
,,,657360
,,,609220
8.0,3.0,178.0,1015256
,,,8122380
8.0,3.0,178.0,20486060
,,,20527560
,,,4347125
8.0,3.0,178.0,328520640
8.0,3.0,178.0,73743840
8.0,3.0,178.0,6608709
,,,2984514
,,,20966049
,,,67997930
8.0,3.0,178.0,4650324
,,,73621
,,,1523216
,,,192975
,,,920304
,,,482562
,,,583407
,,,1490016
,,,140454592
,,,1901862
,,,538504
,,,539500
,,,558590
,,,21525552
,,,51128
,,,37599
,,,90470
,,,111087200
,,,1138345
8.0,3.0,178.0,150876705
,,,49219
,,,57270
,,,668166600
,,,17596
,,,404127
,,,606564
,,,12865
,,,295812
,,,1776698
,,,193556
,,,304776
,,,149400
,,,89142
,,,2988
,,,211982
,,,182434
,,,833652
8.0,3.0,178.0,81018624
,,,2061222
,,,124500
,,,5259212
,,,362544
,,,2656000
8.0,3.0,178.0,131584880
8.0,3.0,178.0,413005344
,,,4410288
,,,121180
,,,5602168
,,,71162955
,,,1146728
,,,34661763
,,,28884
,,,986040
,,,365532
,,,507628
,,,6729972
,,,23344580
,,,23378610
,,,3477700
8.0,3.0,178.0,309699145
,,,79735527
,,,7343010
,,,3061040
8.0,3.0,178.0,20428458
,,,57061200
,,,2989494
,,,147242
,,,1237613
,,,128650
,,,409024
,,,562989
,,,1037168
,,,1314720
,,,165925632
,,,1701666
8.0,3.0,178.0,605817
,,,373500
,,,279295
8.0,3.0,178.0,18386409
,,,37599
,,,217128
8.0,3.0,178.0,87282800
,,,1401040
,,,163808994
,,,98438
,,,171810
8.0,3.0,178.0,892002411
,,,17596
,,,449030
,,,303282
,,,12865
,,,131472
,,,807590
,,,290334
,,,253980
,,,89640
,,,267426
,,,423964
,,,91217
,,,833652
,,,82978752
,,,4122444
,,,7700989
,,,167328
,,,1806080
8.0,3.0,178.0,132759745
2.0,4.0,178.0,434262972
8.0,3.0,178.0,6247908
,,,121180
,,,5092880
,,,57984630
8.0,3.0,178.0,1250976
,,,46643607
,,,575190
,,,121844
,,,888349
,,,8586516
,,,24535630
,,,19672245
,,,5042665
2.0,4.0,178.0,367874675
8.0,3.0,178.0,73282941
,,,7587777
,,,3061040
,,,27417141
,,,63718340
,,,2657328
,,,220863
8.0,3.0,178.0,2094422
,,,64325
,,,1022560
,,,1206405
,,,1296460
,,,1314720
2.0,4.0,178.0,103339648
,,,2001960
,,,471191
,,,290500
,,,1005462
,,,16592613
,,,102256
,,,37599
,,,253316
,,,91250200
,,,1138345
5.0,3.5,178.0,176741283
,,,196876
,,,286350
,,,885320745
,,,17596
,,,538836
,,,454923
,,,65736
,,,1776698
,,,48389
,,,267426
,,,8964
,,,211982
,,,273651
,,,416826
2.0,4.0,186.0,83632128
,,,4809518
2.0,4.0,186.0,10706253
2.0,4.0,186.0,334656
,,,2868480
,,,128060285
2.0,4.0,186.0,346195656
,,,6064146
,,,151475
,,,5092880
,,,70284400
,,,938232
,,,41080608
,,,903870
,,,731064
,,,888349
,,,10907196
2.0,4.0,186.0,23582790
,,,17106300
,,,4868780
2.0,4.0,186.0,436316475
,,,65447658
,,,7587777
,,,3214092
,,,29567505
,,,64669360
,,,5314656
,,,220863
,,,1237613
,,,818048
,,,1125978
,,,777876
,,,920304
,,,88784768
,,,1201176
,,,1278947
,,,332000
,,,837885
2.0,4.0,186.0,21974001
,,,153384
,,,37599
,,,705666
,,,86290950
,,,1838865
,,,168119757
,,,295314
,,,57270
,,,841889916
,,,17596
,,,314321
,,,1061487
,,,65736
,,,646072
,,,290334
,,,101592
,,,29880
,,,89142
,,,20916
,,,1059910
,,,364868
,,,416826
,,,84285504
,,,4122444
,,,62250
,,,7513160
,,,167328
,,,2868480
,,,136284340
,,,378082098
,,,7166718
,,,121180
,,,3819660
2.0,4.0,186.0,70284400
,,,833984
,,,47927376
,,,739530
,,,731064
,,,1142163
,,,7890312
,,,26917730
2.0,4.0,186.0,19387140
,,,6085975
,,,403806620
,,,78352830
,,,6608709
,,,2831462
,,,22041231
,,,63718340
,,,6145071
,,,294484
,,,571206
,,,128650
,,,1124816
,,,965124
,,,972345
,,,1227072
2.0,4.0,186.0,122988736
,,,1301274
,,,403878
,,,498000
,,,1005462
,,,24664695
,,,102256
,,,271410
2.0,4.0,186.0,116542375
,,,1050780
2.0,4.0,186.0,165245915
,,,98438
,,,286350
,,,945455739
,,,17596
,,,628642
,,,454923
,,,38595
,,,164340
,,,161518
,,,387112
,,,29880
,,,178284
,,,20916
,,,635946
,,,182434
,,,138942
,,,90819264
,,,4465981
,,,249000
,,,12396714
,,,139440
,,,2762240
,,,153907315
,,,406931736
,,,6982956
,,,151475
,,,4838236
,,,62377405
,,,1459472
2.0,4.0,186.0,45787761
,,,14442
,,,1232550
,,,731064
,,,761442
,,,7426176
,,,25964890
2.0,4.5,186.0,16821195
,,,5564320
,,,443160655
2.0,5.0,186.0,61760466
,,,6119175
2.0,5.0,186.0,2678410
,,,18278094
,,,64669360
,,,5148573
,,,368105
,,,856809
,,,128650
,,,818048
,,,643416
,,,1296460
2.0,4.0,186.0,1007952
,,,152826240
,,,1301274
,,,471191
,,,373500
,,,949603
,,,24216246
,,,187995
,,,162846
2.0,4.0,186.0,100176850
,,,1225910
,,,183925888
,,,49219
,,,57270
,,,972182403
,,,70384
,,,673545
,,,454923
,,,65736
,,,1453662
,,,338723
,,,253980
,,,59760
,,,89142
,,,1271892
,,,182434
,,,277884
,,,77098368
,,,5153055
,,,93375
2.0,5.0,186.0,18219413
,,,83664
,,,2018560
,,,144508395
2.0,5.0,186.0,464631012
,,,7350480
,,,181770
,,,5092880
,,,75555730
,,,2084960
,,,55629990
,,,410850
,,,731064
,,,1776698
,,,6729972
2.0,5.0,186.0,25250260
,,,15680775
2.0,5.0,186.0,6955400
,,,456849015
2.0,5.0,186.0,58073274
,,,5629641
2.0,5.0,186.0,2831462
,,,19353276
,,,70850990
,,,5148573
,,,147242
,,,1618417
,,,385950
,,,1329328
,,,1286832
,,,2203982
,,,1314720
,,,112800320
,,,3002940
,,,471191
2.0,5.0,186.0,290500
,,,949603
,,,23319348
,,,51128
,,,361880
,,,93233900
,,,1050780
,,,225596597
,,,49219
,,,114540
2.0,5.0,186.0,1055703228
,,,105576
,,,404127
,,,606564
,,,12865
,,,98604
,,,1615180
,,,145167
,,,253980
2.0,5.0,186.0,149400
,,,178284
,,,17928
,,,423964
,,,456085
,,,88205760
,,,4809518
,,,31125
,,,14462833
,,,83664
,,,2231040
,,,151557585
2.0,5.0,186.0,449446992
,,,6615432
,,,60590
,,,4583592
,,,62377405
,,,1667968
2.0,5.0,186.0,57341682
,,,14442
,,,1561230
,,,1340284
,,,1395977
,,,11603400
,,,29299830
,,,17961615
,,,4694895
2.0,5.0,186.0,487647825
,,,64986759
,,,8077311
,,,4361982
,,,31717869
,,,62767320
,,,3321660
,,,441726
,,,1618417
,,,385950
,,,1227072
2.0,5.0,186.0,1528113
2.0,5.0,186.0,1101991
,,,1446192
,,,141182336
,,,2802744
,,,471191
,,,207500
,,,1284757
2.0,5.0,186.0,21077103
,,,102256
,,,37599
,,,253316
,,,98193150
,,,963215
2.0,5.0,186.0,202605861
,,,98438
2.0,5.0,186.0,1065725727
,,,35192
,,,718448
,,,454923
,,,25730
,,,262944
,,,1130626
,,,193556
,,,209160
,,,178284
,,,2988
,,,635946
,,,547302
,,,833652
,,,90819264
,,,2748296
,,,31125
,,,17843755
,,,167328
,,,2868480
,,,137459205
,,,498035856
,,,5880384
,,,363540
,,,9676472
,,,72041510
,,,1563720
,,,45787761
,,,1396890
,,,731064
,,,1142163
,,,14156148
,,,25250260
,,,19102035
,,,5216550
,,,426050205
,,,58534173
,,,7343010
,,,4897664
2.0,5.0,186.0,26341959
,,,67522420
,,,5480739
,,,294484
,,,761608
,,,257300
,,,920304
,,,1045551
,,,972345
,,,876480
,,,149187520
,,,3403332
,,,875069
,,,373500
,,,1284757
,,,23767797
,,,51128
,,,37599
,,,307598
,,,120013850
,,,700520
2.0,5.0,186.0,182488967
,,,98438
,,,114540
2.0,5.0,186.0,988886568
,,,17596
,,,1302187
,,,454923
,,,25730
,,,98604
,,,969108
,,,193556
,,,59760
,,,445710
,,,635946
,,,91217
,,,555768
2.0,5.0,205.0,91472640
,,,3778907
,,,93375
,,,12772372
,,,139440
,,,2762240
2.0,5.0,205.0,177404615
2.0,5.0,205.0,463112610
,,,7166718
,,,333245
,,,6620744
2.0,5.0,205.0,81705615
2.0,5.0,205.0,1772216
,,,47071530
,,,2136420
,,,1340284
,,,634535
,,,15084420
,,,30014460
,,,20527560
,,,6607630
2.0,5.0,205.0,492780960
2.0,5.0,205.0,63143163
2.0,5.0,205.0,8811612
2.0,5.0,205.0,4974190
,,,32255460
2.0,5.0,205.0,80836700
,,,4816407
,,,147242
,,,1999221
,,,385950
,,,818048
,,,643416
,,,1166814
,,,1446192
2.0,5.0,205.0,157192704
,,,3203136
,,,269252
,,,83000
,,,1173039
,,,16144164
,,,102256
,,,37599
,,,199034
2.0,5.0,205.0,125964950
,,,2451820
2.0,5.0,205.0,218411992
2.0,5.0,205.0,196876
,,,343620
2.0,5.0,205.0,1152587385
,,,35192
,,,987866
,,,303282
,,,38595
,,,164340
,,,1292144
,,,241945
,,,59760
,,,267426
,,,1059910
,,,694710
,,,87552384
,,,4122444
,,,93375
,,,12396714
,,,278880
,,,2868480
,,,186803535
2.0,5.0,205.0,491962248
,,,6982956
,,,181770
,,,9676472
2.0,5.0,205.0,86098390
,,,938232
2.0,5.0,205.0,51350760
,,,14442
,,,986040
,,,974752
,,,1522884
,,,13692012
,,,30252670
,,,16821195
,,,7650940
2.0,5.0,205.0,561222760
2.0,5.0,205.0,59916870
,,,11748816
,,,4821138
,,,49458372
,,,74179560
,,,3819909
,,,73621
,,,1237613
,,,192975
,,,1636096
,,,884697
,,,1231637
,,,920304
,,,153553984
,,,1701666
,,,403878
,,,498000
,,,614449
2.0,5.0,205.0,19731756
,,,51128
,,,150396
,,,72376
,,,117038300
,,,1663735
,,,189673572
,,,295314
,,,400890
2.0,5.0,205.0,1189336548
,,,35192
,,,673545
,,,1061487
,,,12865
,,,262944
,,,1130626
,,,774224
,,,152388
,,,59760
,,,356568
,,,635946
,,,91217
,,,277884
,,,109113792
,,,5840129
,,,124500
,,,15401978
,,,334656
2.0,6.0,205.0,3718400
2.0,6.0,205.0,196202455
2.0,6.0,205.0,493480650
,,,6431670
,,,181770
,,,11968268
,,,79069950
,,,1459472
,,,46215684
,,,14442
,,,821700
,,,487376
,,,1015256
,,,12531672
,,,30252670
,,,17961615
2.0,6.0,205.0,9215905
,,,506469320
,,,54846981
,,,5874408
,,,7040392
,,,32793051
,,,71802010
,,,5480739
,,,515347
,,,1237613
,,,321625
,,,920304
,,,1367259
,,,1620575
,,,1577664
2.0,6.0,205.0,173203072
,,,2702646
,,,201939
2.0,6.0,205.0,498000
,,,614449
,,,17489511
,,,102256
,,,108564
2.0,6.0,205.0,115550525
,,,1225910
2.0,6.0,205.0,202605861
,,,344533
,,,400890
2.0,6.0,205.0,1042339896
,,,35192
,,,628642
,,,151641
,,,230076
,,,1292144
,,,532279
,,,457164
,,,59760
,,,178284
,,,635946
,,,547302
,,,972594
2.0,6.0,205.0,113034048
,,,2061222
,,,249000
,,,11269740
,,,111552
2.0,6.0,205.0,4568320
,,,184453805
2.0,6.0,205.0,472223022
,,,5145336
,,,302950
,,,16042572
,,,104548045
,,,729736
,,,58625451
,,,986040
,,,974752
,,,1269070
,,,13227876
,,,35016870
,,,23093505
,,,7998710
,,,503047230
2.0,6.0,205.0,64525860
,,,8322078
,,,4974190
,,,26341959
,,,75130580
,,,3653826
,,,368105
,,,1713618
,,,450275
,,,409024
,,,562989
,,,1231637
,,,1314720
2.0,6.0,205.0,182663744
,,,2802744
,,,538504
,,,207500
,,,1005462
2.0,6.0,205.0,20180205
,,,102256
,,,37599
2.0,6.0,205.0,271410
2.0,6.0,205.0,111583125
,,,1488605
,,,257208859
,,,196876
,,,286350
2.0,6.0,205.0,1079089059
,,,628642
,,,454923
,,,25730
,,,230076
,,,807590
,,,387112
,,,253980
,,,59760
,,,89142
,,,847928
,,,729736
,,,1111536
,,,95392896
,,,5840129
,,,217875
,,,13335859
,,,250992
,,,4462080
,,,192677860
,,,472223022
2.0,7.0,205.0,9004338
,,,181770
,,,7893964
,,,93126830
,,,1563720
,,,71891064
,,,14442
,,,1972080
,,,365532
,,,2030512
,,,11139264
,,,34064030
2.0,7.0,205.0,23948820
,,,8346480
2.0,7.0,205.0,535557085
,,,64064961
,,,14686020
,,,3902826
,,,28492323
,,,71802010
,,,4650324
,,,220863
,,,1332814
,,,1124816
,,,2251956
,,,1426106
,,,1533840
2.0,7.0,205.0,184846976
,,,3203136
,,,134626
,,,373500
,,,949603
,,,22870899
,,,255640
,,,37599
,,,271410
2.0,7.0,205.0,121005700
,,,1225910
,,,291694963
,,,196876
2.0,7.0,205.0,1209381546
,,,52788
,,,1257284
,,,303282
,,,98604
,,,969108
,,,193556
,,,101592
,,,149400
,,,267426
,,,5976
,,,635946
,,,182434
,,,972594
2.0,7.0,205.0,117607680
,,,4122444
,,,93375
,,,17092439
,,,167328
,,,2549760
,,,220874620
,,,454002198
,,,6982956
,,,181770
,,,9421828
,,,94005385
2.0,7.0,205.0,938232
,,,54774144
,,,903870
,,,1218440
,,,1395977
,,,12763740
,,,30490880
2.0,7.0,205.0,22238190
2.0,7.0,205.0,7998710
,,,533846040
,,,67752153
,,,7832544
2.0,7.0,205.0,4208930
2.0,7.0,205.0,25266777
2.0,7.0,205.0,97955060
,,,4982490
,,,220863
,,,1808819
,,,2351888
,,,1045551
,,,1361283
,,,1227072
,,,170292096
,,,2402352
,,,336565
,,,207500
,,,1284757
2.0,7.0,205.0,24216246
,,,204512
,,,361880
,,,118526075
,,,1225910
,,,285947279
,,,49219
,,,114540
,,,1192677381
,,,35192
,,,224515
,,,606564
,,,12865
,,,98604
,,,1938216
,,,193556
,,,253980
,,,29880
,,,445710
,,,5976
,,,635946
,,,91217
,,,694710
,,,134595456
,,,5496592
,,,155625
,,,13523688
,,,167328
,,,3505920
,,,206776240
2.0,7.0,205.0,502591062
,,,7718004
,,,151475
,,,8148608
,,,93126830
,,,1146728
,,,53062452
,,,14442
,,,986040
,,,609220
,,,1142163
,,,9978924
,,,33587610
,,,23663715
,,,9389790
2.0,7.0,205.0,602287840
,,,64525860
,,,13217418
,,,4515034
2.0,7.0,205.0,31717869
,,,95577510
,,,6477237
,,,294484
,,,2951231
,,,257300
,,,2045120
,,,482562
,,,1555752
,,,1972080
2.0,7.0,205.0,146276544
2.0,7.0,205.0,3002940
,,,269252
,,,207500
,,,949603
,,,30046083
,,,204512
,,,416162
2.0,7.0,205.0,106623875
,,,963215
,,,224159676
,,,295314
,,,57270
2.0,7.0,205.0,1379764029
,,,718448
,,,303282
,,,12865
,,,460152
,,,1615180
,,,338723
,,,101592
,,,59760
,,,178284
,,,221112
,,,1695856
,,,273651
,,,555768
2.0,8.0,229.0,147009600
,,,4122444
,,,124500
2.0,8.0,229.0,13148030
,,,55776
,,,2549760
,,,219699755
,,,476778228
,,,7718004
,,,90885
,,,7893964
,,,89612610
,,,3648680
2.0,8.0,229.0,50066991
,,,657360
,,,731064
,,,507628
,,,15548556
2.0,8.0,229.0,30729090
2.0,8.0,229.0,19387140
,,,8520365
,,,554378580
,,,58995072
,,,9545913
,,,4897664
,,,35481006
2.0,7.0,229.0,74655070
,,,4650324
,,,220863
,,,2284824
,,,257300
,,,920304
,,,1125978
,,,1555752
,,,1270896
,,,168108864
,,,2402352
,,,201939
,,,166000
,,,558590
2.0,8.0,229.0,20628654
,,,255640
,,,37599
,,,253316
,,,111087200
,,,1050780
,,,196858177
,,,295314
2.0,8.0,229.0,1316288202
,,,35192
,,,853157
,,,38595
,,,230076
,,,1292144
,,,96778
,,,203184
,,,29880
,,,445710
,,,2988
,,,1483874
,,,91217
,,,694710
2.0,8.0,229.0,131328576
,,,3435370
,,,62250
,,,16904610
,,,306768
,,,3824640
,,,205601375
2.0,8.0,229.0,425152560
,,,10290672
,,,151475
,,,8148608
2.0,8.0,229.0,83462725
,,,2189208
,,,59909220
,,,28884
,,,493020
,,,365532
,,,1142163
,,,11139264
2.0,8.0,229.0,35969710
,,,21667980
,,,7477055
2.0,8.0,229.0,633086650
,,,64064961
,,,9056379
,,,4361982
,,,26879550
,,,90346900
,,,5812905
,,,147242
2.0,8.0,229.0,2665628
,,,64325
,,,1533840
2.0,8.0,229.0,1286832
,,,1555752
2.0,8.0,229.0,1796784
2.0,8.0,229.0,163742400
,,,3002940
,,,269252
,,,332000
,,,1061321
,,,24216246
,,,102256
,,,307598
2.0,8.0,229.0,103648325
,,,1401040
2.0,8.0,229.0,262956543
,,,590628
,,,57270
2.0,8.0,229.0,1423194858
,,,70384
2.0,8.0,229.0,1077672
,,,909846
,,,12865
,,,197208
,,,2099734
,,,145167
,,,203184
,,,29880
,,,89142
,,,2988
,,,1059910
,,,273651
,,,833652
2.0,8.0,229.0,137208960
,,,5840129
,,,10706253
,,,278880
,,,3505920
,,,213825430
,,,437299776
,,,9004338
,,,181770
,,,9676472
2.0,8.0,229.0,94005385
,,,1459472
,,,69751449
,,,657360
,,,609220
,,,634535
,,,14620284
,,,25488470
,,,18246720
,,,7650940
2.0,8.0,229.0,597154705
,,,56690577
,,,9301146
,,,3979352
,,,32255460
,,,74179560
2.0,8.0,229.0,5480739
,,,294484
,,,1428015
,,,128650
,,,511280
,,,1286832
,,,1037168
,,,1007952
,,,140454592
,,,2202156
,,,201939
,,,166000
,,,1508193
,,,22422450
,,,235222
2.0,8.0,229.0,102656475
,,,1050780
,,,224159676
,,,393752
,,,171810
2.0,8.0,229.0,1312947369
,,,87980
,,,404127
,,,606564
,,,25730
,,,197208
,,,2907324
,,,338723
,,,203184
,,,59760
,,,178284
,,,11952
,,,1059910
,,,273651
,,,833652
,,,116300928
2.0,8.0,229.0,5153055
,,,62250
,,,12021056
,,,278880
,,,4887040
2.0,8.0,229.0,211475700
,,,429707766
,,,6247908
,,,212065
,,,8148608
,,,86098390
,,,1876464
,,,64616373
,,,1396890
,,,365532
,,,1142163
,,,16476828
,,,28108780
,,,27370080
,,,10954755
2.0,8.0,229.0,561222760
,,,57612375
,,,11014515
,,,2678410
,,,45157644
,,,72277520
,,,5148573
,,,220863
,,,1428015
,,,385950
,,,920304
,,,1608540
,,,1037168
,,,2015904
2.0,8.0,229.0,113528064
,,,1801764
2.0,8.0,229.0,201939
2.0,8.0,229.0,664000
2.0,8.0,229.0,893744
,,,27803838
,,,102256
,,,112797
,,,144752
2.0,8.0,229.0,103648325
,,,1663735
,,,237091965
,,,98438
,,,1306265703
,,,17596
,,,493933
,,,758205
,,,262944
,,,1292144
,,,435501
,,,355572
,,,29880
,,,267426
,,,1907838
,,,182434
,,,833652
,,,112380672
,,,5153055
,,,62250
,,,11081911
,,,167328
2.0,9.0,229.0,3824640
,,,225574080
2.0,9.0,229.0,414523746
,,,7718004
,,,121180
,,,6875388
